"",,,,,Extraviada*,,,,,
"",,,Biomedical Equipamentos e Produtos,,,,,,"Rodovia BR 381, 6500 Altura do",
"",CATETER  U/L,,,32808,25,109031,1035/2019,08.06.2019,,
339,,,Médico-Cirúrgicos LTDA,,,,,,"KM 6,5 - ITAPEGICA -",
"",CATETER CENTRAL DE INSERCAO PERIFERICA PER-Q-CATH,,BARD BRASIL INDÚSTRIA E,,,,,,,
"",,,,RECQ1116,1,49635,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
340,"PLUS BARD, MODELO 1L 2 Fr Comp: 30cm.",,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"",CATETER CENTRAL DE INSERCAO PERIFERICA PER-Q-CATH,,BARD BRASIL INDÚSTRIA E,,,,,,,
"",,,,RECQ1116,1,49591,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
341,"PLUS BARD, MODELO 1L 2 Fr Comp: 30cm.",,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"",CATETER IV SAFELET 22G 25MM C/50,,NIPRO,19B13D,6,332429,026-03551/2019-01,19/07/2019,RIO DE JANEIRO,RJ
342,,,,,,,,,,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,32775,150,109031,1035/19,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
343,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,32496B,150,109031,1035/19,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
344,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,33517,80,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
345,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,33078BR2/7277,50,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
346,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,33225,660,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
347,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,33231A,526,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
348,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA D/L,,,33231B,974,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
349,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA DUPLO LÚMEN PARA HEMODIÁLISE,,,33067E,50,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
350,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA DUPLO LÚMEN PARA HEMODIÁLISE,,,33119B,20,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
351,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA DUPLO LÚMEN PARA HEMODIÁLISE,,,33119E,100,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
352,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA PARA HEMODIÁLISE T/L,,,33122,20,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
353,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA U/L,,,32581B,25,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
354,,,,,,,,,GUARULHOS,
"",,,,,,,,,"Rodovia BR 381, 6500 Altura do",
"",,,Biomedical Equipamentos e Produtos,,,,,,,
"",CATETER PARA SUBCLÁVIA U/L,,,33207B,150,109031,1035/2019,08.06.2019,"KM 6,5 - ITAPEGICA -",SP
"",,,Médico-Cirúrgicos LTDA,,,,,,,
355,,,,,,,,,GUARULHOS,
"",,,BARD BRASIL INDÚSTRIA E,,,,,,,
"","CATETER POWERPICC, MODELO Duplo Lúmen - 6Fr, fio guia 55 cm.",,,RECU0269,5,49596,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
356,,,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"","CATETER POWERPICC, MODELO Lúmen Simples - 5Fr, fio guia 55",,BARD BRASIL INDÚSTRIA E,,,,,,,
"",,,,RECR2248,1,49635,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
357,cm.,,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"",,,BARD BRASIL INDÚSTRIA E,,,,,,,
"","CATETER POWERPICC, MODELO Triplo Lúmen - 6Fr, fio guia 55 cm.",,,RECT1483,2,49636,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
358,,,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"",,,BARD BRASIL INDÚSTRIA E,,,,,,,
"","CATETER POWERPICC, MODELO Triplo Lúmen - 6Fr, fio guia 55 cm.",,,RECT1483,2,49591,021-02148/2019,25/02/2019,Rio de Janeiro,RJ
359,,,COMÉRCIO DE PRODUTOS PARA A,,,,,,,
"",,,Handle Comércio de Equipamentos,,,,,,,
"",CATETER TIPO DORMIA NITINOL,,,8555040,1,497721,1004/2019,21/05/2019,HORTOLÂNDIA,SP
360,,,Médicos Ltda,,,,,,,
"",,,Handle Comércio de Equipamentos,,,,,,,
"",CATETER URETERAL DE DUPLO J - GRAD,,,C1569644,1,497721,1004/2019,21/05/2019,HORTOLÂNDIA,SP
361,,,Médicos Ltda,,,,,,,
"",,,Handle Comércio de Equipamentos,,,,,,,
"",CATETER URETERAL DE DUPLO J - GRAD,,,C1570241,1,497902,1004/2019,21/05/2019,HORTOLÂNDIA,SP
362,,,Médicos Ltda,,,,,,,
"",,,HANDLE COMÉRCIO DE,,,,,,,
"",CATETER URETERAL DE DUPLO J - GRAD,,,C1526308,1,480675,487/2019,22/03/2019,SUMARE,SP
363,,,EQUIPAMENTOS MÉDICOS LTDA,,,,,,,
"",,,,,,,,,Senador Vasconcelos/RJ CEP,
"",Cateter Venoso Central,,Ecomed Comércio de Produtos Médicos,71F18K1246,30,132399,035.09234/2019,07/08/2019,,
364,,,,,,,,,23013630,
"",,,Ecomed Comércio de Produtos Médicos,,,,,,,
"",Cateter Venoso Central c/ Seringa 7Fr x 20cm Triplo Lumen,,,71F18B0664,15,122456,034-03289/2019,26/02/2019,Rio de Janeiro,RJ
365,,,Ltda,,,,,,,
"",Catraca de Torque,,DentsCare,175372,1,8523,2019-041578938-015,27/08/2019,BELO HORIZONTE,MG
366,,,,,,,,,,
"",Cavibrush  Fino,,DentsCare LTDA,240519,50,52932,2258/2019,24/06/2019,SÃO PAULO,SP
367,,,,,,,,,,
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
368,Cavibrush Extra Fino,DentsCare LTDA,290319,150,52932,2258/2019,24/06/2019,SÃO PAULO,SP
369,Cavibrush Regular,DentsCare LTDA,90519,30,53009,2258/2019,24/06/2019,SÃO PAULO,SP
370,"CC0CR30G - C CROM 0 AG 3/8 CIL 3,0 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018004594,24 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
371,"CC1MR50ER - C CROM 1 AG 1/2 CIL 5,0-90CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018004493,24 ENVELOPES,68518,201.913.794,14/01/2019,VÁRZEA GRANDE,MT
372,"CC20CR30G - C CROM 2-0 AG 3/8 CIL 3,0 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018004568,24 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
373,"CC30CR30G - C CROM 3-0 AG 3/8 CIL 3,0 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018005963,24 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
374,"CC40CR30G - C CROM 4-0 AG 3/8 CIL 3,0 - 75CM",BIOLINE FIOS CIRÚRGICOS LTDA,2018004475,24 ENVELOPES,77551,11727650,29/08/2019,APARECIDA DE GOIÂNIA,GO
375,CD-138 (B-A38),ROCHE DIAGNOSTICA BRASIL,V0001529,1,394865,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
376,CD3200 WBC LYSE REAGENTE,Abbott Laboratorios do Brasil Ltda,1712578,8,314124,18020129B01,26/03/2019,"Porto Real/RJ, no km 293 da BR116",
377,CEFTRIAXONA 1G 50FAM,TEUTO,96320006,1,332429,026-03551/2019-01,19/07/2019,RIO DE JANEIRO,RJ
378,CFAS HbA1c 3x2ML,ROCHE DIAGNOSTICA BRASIL,25710401,1,394797,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
379,Chave e Monta Implante Contra-Ângulo,DentsCare,178248,1,8523,2019-041578938-023,27/08/2019,BELO HORIZONTE,MG
380,Chave Extratora para Mini Pilar,Dentscare,193465,1,19146,2019/215905,20/02/2019,Cutitiba,PR
381,Chave Extratora para Munhão 3mm + Pino Extrator,Dentscare,192037,1,19146,2019/215905,20/02/2019,Cutitiba,PR
382,Chave Extratora para Pilar,Dentscare,193466,1,19146,2019/215905,20/02/2019,Cutitiba,PR
383,Chave para Implante Curta,DentsCare,174458,1,8523,2019-041578938-030,27/08/2019,BELO HORIZONTE,MG
384,Chave para Implante Longa,DentsCare,174460,1,8523,2019-041578938-022,27/08/2019,BELO HORIZONTE,MG
385,Chave para Parafuso Curta,DentsCare,050216,1,8523,2019-041578938-026,27/08/2019,BELO HORIZONTE,MG
386,Chave para Parafuso Longa,DentsCare,180885,1,8523,2019-041578938-025,27/08/2019,BELO HORIZONTE,MG
387,CHEMISTRY CALIBRATOR KIT 3,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0367,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
388,CHEMISTRY CALIBRATOR KIT 3,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0367,3,000027253,2976/2019,04/05/2019,GUARULHOS,SP
389,CHEMISTRY CALIBRATOR KIT 3,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0367,3,000027287,2976/2019,04/05/2019,GUARULHOS,SP
390,CHEMISTRY CALIBRATOR KIT 3,ORTHO CLINICAL DIAGNOSTICOS,367,3,27253,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
391,CHEMISTRY CALIBRATOR KIT 6,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0648,1,000027253,2976/2019,04/05/2019,GUARULHOS,SP
392,CHEMISTRY CALIBRATOR KIT 6,ORTHO CLINICAL DIAGNOSTICOS,648,1,27253,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
393,CHOL - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",4333545741,1,000027302,2976/2019,04/05/2019,GUARULHOS,SP
394,Cicatrizador Multifuncional Cinta Alta Ø4mm,Dentscare,70516,1,143618,2019/215905,20/02/2019,Cutitiba,PR
395,Cicatrizador Multifuncional Cinta Baixa Ø5mm,Dentscare,153799,1,143618,2019/215905,20/02/2019,Cutitiba,PR
396,Cicladora Pd Night Patient Card (230V),Fresenius Medical Care,8PCA0862,1,1325530,43.542,18/03/2019,São Paulo,SP
397,Cilindro Calcinável Antirrotacional Para Pilar Angulável,Dentscare,40516,1,143618,2019/215905,20/02/2019,Cutitiba,PR
398,Cilindro Calcinável Antirrotacional Para Pilar Não Angulável,Dentscare,21215,1,143618,2019/215905,20/02/2019,Cutitiba,PR
399,"Cilindro Calcinável CoCr para Pilar Aparafusável AngulávelAntirrotacional",Dentscare,260416,1,143618,2019/215905,20/02/2019,Cutitiba,PR
400,Cilindro Calcinável para Munhão Ø3X4mm,Dentscare,40516,1,143618,2019/215905,20/02/2019,Cutitiba,PR
401,Cilindro Calcinável para Munhão Ø3X6mm,Dentscare,240516,1,143618,2019/215905,20/02/2019,Cutitiba,PR
402,"Cilindro Calcinável para Munhão Ø4,2X6mm",Dentscare,21215,1,143618,2019/215905,20/02/2019,Cutitiba,PR
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
403,Cilindro Calcinável para Pilar Angulável,Dentscare,140716,1,143618,2019/215905,20/02/2019,Cutitiba,PR
404,Cilindro Calcinável para Pilar Não Angulável,Dentscare,21215,1,143618,2019/215905,20/02/2019,Cutitiba,PR
405,CIMENTO AMINOFIX 3 C/ ANTIBIOTICO VISC. BAIXA,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",268048500,4,65489,3071/2019,23/07/2019,SÃO PAULO,SP
406,CIMENTO FIX 1 VISC. PADRÃO,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",267896400,1,62175,3071/2019,23/07/2019,SÃO PAULO,SP
407,CIMENTO FIX 1 VISC. PADRÃO,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",267896400,5,62361,3071/2019,23/07/2019,SÃO PAULO,SP
408,CIP5 CIPROFLOXACIN,Phadia Diagnósticos Ltda.,2539801,1,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
409,CIP5 CIPROFLOXACIN,Phadia Diagnósticos Ltda.,2543328,13,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
410,CKMB - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",4302285360,1,000027244,2976/2019,04/05/2019,GUARULHOS,SP
411,CKMB - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",4602254510,3,000027302,2976/2019,04/05/2019,GUARULHOS,SP
412,CKMB - REATIVO SECO VITROS,ORTHO CLINICAL DIAGNOSTICOS,4302285360,1,27244,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
413,CK-MB 100 TESTS COBAS C/INTEG,ROCHE DIAGNOSTICA BRASIL,38799001,6,394776,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
414,CL30 CEPHALEXIN,Phadia Diagnósticos Ltda.,2829249,10,33123,021-11309/2019,30/10/2019,RIO DE JANEIRO,RJ
415,"CLOREXIDINA DIGLUCONATO SOL. ALCOOLICA 0,5% 100ML",FARMAX,4 UNI,-,3316628,039-03693/2019,08/05/2019,RIO DE JANEIIRO,RJ
416,"CLOREXIDINA, DIGLUCONATO 2%, EM FRASCO 100ML",RIOQUIMICA,4 FR,-,3316628,039-03693/2019,08/05/2019,RIO DE JANEIIRO,RJ
417,CLORO - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0506895713,10,000027302,2976/2019,04/05/2019,GUARULHOS,SP
418,CLORO - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0506895713,10,000027289,2976/2019,04/05/2019,GUARULHOS,SP
419,CLORO - REATIVO SECO VITROS,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",0506895713,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
420,COBAS C111 ACIDO URICO,ROCHE DIAGNOSTICA BRASIL,38914401,2,394777,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
421,COBAS C111 ACIDO URICO,ROCHE DIAGNOSTICA BRASIL,38914401,2,394776,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
422,COBAS C111 TRIGLICERIDEOS,ROCHE DIAGNOSTICA BRASIL,38767601,2,394776,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
423,COBAS H232 DIMERO D,ROCHE DIAGNOSTICA BRASIL,35101511,2,394797,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
424,"COMP. GAZE 11F 7,5X7,5 PCT/500 TELA","NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",1808000133,25 pacotes com 500 unidades cada,76032,N/A,13/12/2018,SÃO PAULO,SP
425,COMPONENTE FEMORAL COM PLASMA SPARY 11,"ORTOSINTESE INDÚSTRIA ECOMÉRCIO LTDA.",19C001200,6,151242,1779/2019,26/03/2019,"TRAJETO ENTRE COTIA ESÃO PAULO (RODOVIA",SP
426,COMPONENTE FEMORAL EP MB V T4 DIR.,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",11483T,1,123974,3071/2019,23/07/2019,SÃO PAULO,SP
427,COMPONENTE FEMORAL EP MB V T4 ESQ.,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",06754S,1,109355,3071/2019,23/07/2019,SÃO PAULO,SP
428,COMPONENTE FEMORAL EP MB V T5 ESQ.,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",12768T,1,125750,3071/2019,23/07/2019,SÃO PAULO,SP
429,COMPONENTE FEMORAL EP MB V T6 DIR.,"DPA DISTRIBUIDORA PAULISTA DEARTIGOS MÉDICOS LTDA",12404T,1,125054,3071/2019,23/07/2019,SÃO PAULO,SP
430,"COMPRESSA DE GAZE 11 FIOS ESTÉRIL 7,5cmX7,5m","NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",1807000121,3.600 UNIDADES,78603,918-00050/2019,04/02/2019,RIO DE JANEIRO,RJ
431,"COMPRESSA DE GAZE 13 FIOS ESTÉRIL 7,5cmX7,5m","NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",1801000108,300 UNIDADES,78603,918-00050/2019,04/02/2019,RIO DE JANEIRO,RJ
432,"COMPRESSA DE GAZE 9 FIOS 7,5cmX7,5m","NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",1812000023,300 UNIDADES,78603,918-00050/2019,04/02/2019,RIO DE JANEIRO,RJ
433,CONFIRM ANTI-CD20 (L26) PAB,ROCHE DIAGNOSTICA BRASIL,E18129,1,394864,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
434,CONFIRM CYTOKERATIN 20 RABBIT,ROCHE DIAGNOSTICA BRASIL,E14733,1,394864,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
435,CONJ DE CAPTURA ECG 5 DERIVDUAL PIN,"DRAGER INDUSTRIA E COMERCIOLTDA",,1,52831,2976/2019 - 809/2019,04/05/2019,Guarulhos,SP
436,"Conj. Bás. Iniciação PANI, adulto 3,6 M","CEMA Hospital Especializado Limitada/TBI Transportes Brasil Integrados Ltda.",7101850,1,6208,271/2019,23/01/2018,SÃO PAULO,SP
437,"Conj. De derivações, ECG, Multi-link, 5-deriv. (Grab), AHA, 29in., 5/conj","CEMA Hospital Especializado Limitada/TBI Transportes Brasil Integrados Ltda.",7101725,1,6208,271/2019,23/01/2018,SÃO PAULO,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
438,"CONJUNTO CABO DE REPOSIÇÃO P/ APARELHO DERESSONANCIA MAGNETICA GE 1PTO 5TESLA","GE HEALTHCARE DO BRASIL COM ESERV",,1,691250,2976/2019 - 809/2019,04/05/2019,Guarulhos,SP
439,"Conjunto para acesso percutâneo MAK-NV com introdutor 6Fx20cm,dilatador 4F, fio guia 018”x60cm, em","Merit Medical Comercialização,Distribuição, Importação e Exportação",I1386417,5 unds.,4609,Declaração da Transportadora,Desconhecida,Desconhecido,-
440,CONTROLE PARA DROGASTERAPEUTICAS NIVEL 3,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",755DC,1,000027260,2976/2019,04/05/2019,GUARULHOS,SP
441,CONVERSOR ESTATICO DO TIPO RETIFICADOR,"UNIMAGEM UNIDADE DEDIAGNOSTICO",MRRD0037,1,132466312,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
442,CONVERSOR ESTATICO DO TIPO RETIFICADOR,"UNIMAGEM UNIDADE DEDIAGNOSTICO",MRRD0037,1,132466312,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
443,"CORREIA PLANA KC4 (76x6x0,6)",ALERE S/A,PECAS,1,1990,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
444,"CORREIA PLANA KC4 (76x6x0,6)",ALERE S/A,PECAS,2,1989,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
445,"CORREIA PLANA KC4 (76x6x0,6)",ALERE S/A,PECAS,1,1990,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
446,"CORREIA PLANA KC4 (76x6x0,6)",ALERE S/A,PECAS,2,1989,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
447,CORTISOL G2 ELECSYS COBAS E 1,ROCHE DIAGNOSTICA BRASIL,35322801,2,394797,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
448,CREATININA IDMS STD/5PK/300SLD,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",1934885756,4,000027244,2976/2019,04/05/2019,GUARULHOS,SP
449,CREATININA IDMS STD/5PK/300SLD,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",1934885756,11,000027302,2976/2019,04/05/2019,GUARULHOS,SP
450,CREATININA IDMS STD/5PK/300SLD,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",1934885756,15,000027289,2976/2019,04/05/2019,GUARULHOS,SP
451,CREATININA IDMS STD/5PK/300SLD,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",1934885756,4,000027287,2976/2019,04/05/2019,GUARULHOS,SP
452,CREATININA IDMS STD/5PK/300SLD,ORTHO CLINICAL DIAGNOSTICOS,1934885756,4,27244,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
453,CRP PERFORMANCE VERIFIER I,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",T6672,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
454,CRP PERFORMANCE VERIFIER I,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",T6672,2,000027253,2976/2019,04/05/2019,GUARULHOS,SP
455,CRP PERFORMANCE VERIFIER I,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",T6672,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
456,CRP PERFORMANCE VERIFIER I,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",T6672,3,000027252,2976/2019,04/05/2019,GUARULHOS,SP
457,CRP PERFORMANCE VERIFIER I,ORTHO CLINICAL DIAGNOSTICOS,T6672,2,27253,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
458,CRP PERFORMANCE VERIFIER II,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",U6673,1,000027289,2976/2019,04/05/2019,GUARULHOS,SP
459,CRP PERFORMANCE VERIFIER II,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",U6673,1,000027253,2976/2019,04/05/2019,GUARULHOS,SP
460,CRP PERFORMANCE VERIFIER II,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",U6673,1,000027287,2976/2019,04/05/2019,GUARULHOS,SP
461,CRP PERFORMANCE VERIFIER II,ORTHO CLINICAL DIAGNOSTICOS,U6673,1,27253,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
462,CRP- REATIVO SECO VITROS C/250,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",5710085964,6,000027302,2976/2019,04/05/2019,GUARULHOS,SP
463,CRP- REATIVO SECO VITROS C/250,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",5710085964,15,000027289,2976/2019,04/05/2019,GUARULHOS,SP
464,CRP- REATIVO SECO VITROS C/250,"Ortho Clinical Diagnosticos do BrasilProdutos para Saude LTDA",5710085964,2,000027287,2976/2019,04/05/2019,GUARULHOS,SP
465,CS20SA150 - BIOGUT 2-0 S/AG 150CM,BIOLINE FIOS CIRÚRGICOS LTDA,2018003256,24 ENVELOPES,68518,201.913.794,14/01/2019,VÁRZEA GRANDE,MT
466,CURATIVO CIRÚRGICO ESTÉRIL,"NEVE INDÚSTRIA E COMÉRCIO DEPRODUTOS CIRÚRGICOS LTDA.",1901000006,120 UNIDADES,78603,918-00050/2019,04/02/2019,RIO DE JANEIRO,RJ
467,CURATIVOS B-AID ULTRA PROTECTION 24X15UN,JOHNSON & JOHNSON INDL LTDA,50219,1,3358716,125/2019,23/03/2019,CAMPINAS,SP
468,CURATIVOS BAND-AID HELLO KITTY 24X25UN,JOHNSON & JOHNSON INDL LTDA,180918,1,3358716,125/2019,23/03/2019,CAMPINAS,SP
469,"CUTENOX (ENOXAPARINA SÓDICA) 20 MG SOL INJ CT C/10 SERVD INC PREENC X 0,2 ML",MULTIFARMA COMERCIAL,3 CAIXA,-,"2019-026866789-001",43.623,-,BELO HORIZONTE,MG
470,DENTALFIX 40G,KLEY HERTZ FARMACÊUTICA S/A,146407,2,666072,1079/2019,03/07/2019,SUMARÉ,SP
471,Dersani Baby 50 mL,Laboratório Daudt Oliveira Ltda,181328,144,21951,1098/2019,06/02/2019,LOUVEIRA,SP
472,Dersani Hidrogel 30 g,Laboratório Daudt Oliveira Ltda,181165,96,21951,1098/2019,06/02/2019,LOUVEIRA,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
473,Dersani Hidrogel Alginato 85 g,Laboratório Daudt Oliveira Ltda,181232,96,21951,1098/2019,06/02/2019,LOUVEIRA,SP
