953,CLEXANE SAFETY LOCK 80MG 2 SERINGAS,SANOFI MEDLEY,8S18J,600 CARTUCHOS,26671,2019- 017499886-001,15/04/2019,RODOVIA BR 116,-
954,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G","PRATI, DONADUZZI E CIA LTDA",19A361,2,321134,2019-023672647-001,21.05.2019,BELO HORIZONTE,MG
955,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G","PRATI, DONADUZZI E CIA LTDA",19C787,1,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
956,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G","PRATI, DONADUZZI E CIA LTDA",19A361,2,321134,2019-023672647-001,21.05.2019,BELO HORIZONTE,MG
957,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G","PRATI, DONADUZZI E CIA LTDA",19C787,1,338055,2019-020165472-001,30.04.2019,CACHOEIRA DE MINAS,MG
958,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G","PRATI, DONADUZZI E CIA LTDA",19C787,6,341817,-,-,BASE TRANSPORTADORA,-
959,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,1 UNIDADE,69028,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
960,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,2 UNIDADES,69031,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
961,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,6 UNIDADES,69049,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
962,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,1 UNIDADE,69050,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
963,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,3 UNIDADES,69051,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
964,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,10 UNIDADES,69053,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
965,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,2 UNIDADES,69085,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
966,"CLOBETASOL PROP 0,5MG/G SOL CAP 50G",NDS DISTRIBUIDORA DE MEDICAMENTOS,19D01H,12 UNIDADES,69106,130-6764/2019 e 106-7982/2019,07/08/2019,FORTALEZA,CE
967,CLOMID 50MG C/ 10,SANOFI MEDLEY,18100845,154 CARTUCHOS,23622,2053/2019,27/03/2019,GUARULHOS,SP
968,CLONAZEPAM (PRATI DONADUZZI),DIMASTER,18B457,6 FR,192210,111451/2019/400010,30/05/2019,DESCONHECIDO,
969,CLONAZEPAM GOTAS (B1) C/20ML-LG,EMS,0Z1269,100,1476540,2019/485877,23/04/2019,CURITIBA,PR
970,CLONIDIN 150 MCG/ML,"CRISTALIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",19020594,6 CX,2352138,022-04851/2019,03/07/2019,Rio de Janeiro,RJ
971,CLONIDIN® 150 MCG/ML,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18110580,"2,00 CX",2227463,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
972,CLOPIN 75 MG COMR BLX30,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1817164,480 UNIDADE,1820001,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
973,CLOR AMIODARONA 100MG CX C/ 30 COMP,GEOLAB IND FARMACEUTICA S/A,1900655,60 CART,319698,B.O. 1370818190815233001,15/08/2019,"MUNICIPIO PROFESSOR JAMIL - GO, BR 153, KM575.0",-
974,CLOR BROMEXINA XAROPE ADULTO,SANOFI MEDLEY,8S1488,192 CARTUCHOS,23666,2053/2019,27/03/2019,GUARULHOS,SP
975,CLOR BROMEXINA XAROPE ADULTO,SANOFI MEDLEY,8S1488,264 CARTUCHOS,23476,2053/2019,27/03/2019,GUARULHOS,SP
976,CLOR BROMEXINA XAROPE PED.,SANOFI MEDLEY,840900,72 CARTUCHOS,23528,2053/2019,27/03/2019,GUARULHOS,SP
977,CLOR BROMEXINA XAROPE PED.,SANOFI MEDLEY,840900,48 CARTUCHOS,23477,2053/2019,27/03/2019,GUARULHOS,SP
978,CLOR PROPRANOLOL 40MG COM X 30,"UNIÃO QUÍMICA FARMACÊUTICA NACIONALS/A",1908636,198 UN.,167759,953/2019,27/06/2019,CRAVINHOS,SP
979,CLOR RANITIDINA COM 150 C10-AL,SANOFI MEDLEY,9KP01397,385 CARTUCHOS,23701,2053/2019,27/03/2019,GUARULHOS,SP
980,CLOR RANITIDINA COM 150 C10-AL,SANOFI MEDLEY,9KP01397,308 CARTUCHOS,23723,2053/2019,27/03/2019,GUARULHOS,SP
981,CLOR RANITIDINA COM 150 C20-AL,SANOFI MEDLEY,18090450,308 CARTUCHOS,23471,2053/2019,27/03/2019,GUARULHOS,SP
982,CLOR RANITIDINA COM 150 C20-AL,SANOFI MEDLEY,18090450,385 CARTUCHOS,23638,2053/2019,27/03/2019,GUARULHOS,SP
983,CLOR RANITIDINA COMP REV 300MG C/10,SANOFI MEDLEY,9KP00963,165 CARTUCHOS,23666,2053/2019,27/03/2019,GUARULHOS,SP
984,CLOR RANITIDINA COMP REV 300MG C/10,SANOFI MEDLEY,9KP00963,55 CARTUCHOS,23476,2053/2019,27/03/2019,GUARULHOS,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
985,CLOR RANITIDINA COMP REV 300MG C/20,SANOFI MEDLEY,9KP01528,168 CARTUCHOS,23638,2053/2019,27/03/2019,GUARULHOS,SP
986,CLOR RANITIDINA COMP REV 300MG C/20,SANOFI MEDLEY,9KP01528,168 CARTUCHOS,23626,2053/2019,27/03/2019,GUARULHOS,SP
987,CLOR TERBINAFINA COMP 250MG C/ 14,SANOFI MEDLEY,18110532,80 CARTUCHOS,23383,2053/2019,27/03/2019,GUARULHOS,SP
988,CLOR TERBINAFINA COMP 250MG C/ 14,SANOFI MEDLEY,18110532,80 CARTUCHOS,23703,2053/2019,27/03/2019,GUARULHOS,SP
989,CLOR TERBINAFINA COMP 250MG C/28,SANOFI MEDLEY,18120088,150 CARTUCHOS,23701,2053/2019,27/03/2019,GUARULHOS,SP
990,CLOR TERBINAFINA COMP 250MG C/28,SANOFI MEDLEY,9KP00858,24 CARTUCHOS,23723,2053/2019,27/03/2019,GUARULHOS,SP
991,CLOR TERBINAFINA COMP 250MG C/28,SANOFI MEDLEY,18120088,98 CARTUCHOS,23723,2053/2019,27/03/2019,GUARULHOS,SP
992,CLOR TERBINAFINA COMP 250MG C/28,SANOFI MEDLEY,9KP00633,28 CARTUCHOS,23723,2053/2019,27/03/2019,GUARULHOS,SP
993,"CLOR VENLAFAXINA 37,5MG C/ 30 CAP (C1)",GEOLAB IND FARMACEUTICA S/A,1905246,600 CART,319698,B.O. 1370818190815233001,15/08/2019,"MUNICIPIO PROFESSOR JAMIL - GO, BR 153, KM575.0",-
994,CLOR.AMILOR.+HIDRO5/50MG 3BLX10C-LG,EMS,0Z0688,120,1475627,095-00443/2019-02,18/04/2019,Vassouras,RJ
995,CLOR.AMILOR.+HIDRO5/50MG 3BLX10C-LG,EMS,0Z0688,240,1475629,095-00443/2019-02,18/04/2019,Vassouras,RJ
996,"CLOR.CIPROFLOXACINO 500MG 2BLTC/7C.R-LG",EMS,0Z0956,96,1476540,2019/485877,23/04/2019,CURITIBA,PR
997,"CLOR.DORZOLAMIDA 20MG/ML 5ML SOLOFT-LG",EMS,0R3052.1,100,1476540,2019/485877,23/04/2019,CURITIBA,PR
998,"CLOR.OXIMETAZ.S.N.0,5MG/ML AD30ML-LG",EMS,0Y7174,100,1476540,2019/485877,23/04/2019,CURITIBA,PR
999,"CLOR.OXIMETAZ.S.N.0,5MG/ML AD30ML-LG",EMS,0Y7173,200,1475627,095-00443/2019-02,18/04/2019,Vassouras,RJ
1000,"CLOR.OXIMETAZ.S.N.0,5MG/ML AD30ML-LG",EMS,0Y7173,100,1475629,095-00443/2019-02,18/04/2019,Vassouras,RJ
1001,CLOR.RANITIDINA XAROPE 120ML-LG,EMS,0Y7287,120,1476540,2019/485877,23/04/2019,CURITIBA,PR
1002,"CLOR.TANSULOSINA CÁPSULAS 0,4MG C/30",SANOFI MEDLEY,1814151,717 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
1003,"CLOR.TANSULOSINA CÁPSULAS 0,4MG C/30",SANOFI MEDLEY,1814150,3 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
1004,"CLOR.TANSULOSINA CÁPSULAS 0,4MG C/30",SANOFI MEDLEY,1814152,240 CARTUCHOS,23521,2053/2019,27/03/2019,GUARULHOS,SP
1005,"CLOR.TANSULOSINA0,4MG3BLTC/10C.R.L.P-LG",EMS,0W6777,56,1476540,2019/485877,23/04/2019,CURITIBA,PR
1006,CLOR.TERBINAFINA CR BG C/20G-LG,EMS,0Y4953,56,1476540,2019/485877,23/04/2019,CURITIBA,PR
1007,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142915,1098/2019,06/02/2019,Louveira,SP
1008,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142916,1098/2019,06/02/2019,Louveira,SP
1009,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142917,1098/2019,06/02/2019,Louveira,SP
1010,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142965,1098/2019,06/02/2019,Louveira,SP
1011,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142966,1098/2019,06/02/2019,Louveira,SP
1012,"cloreto de sódio 0,9%",Antibióticos do Brasil Ltda.,B0518NOV18,38 caixas,142967,1098/2019,06/02/2019,Louveira,SP
1013,"CLORETO DE SÓDIO 0,9% SF 100 ML",HALEXISTAR IND. FARM. S/A,131021,200 UNIDADES,307573,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1014,"CLORETO DE SÓDIO 0,9% SF 100 ML",HALEXISTAR IND. FARM. S/A,131021,4200 UNIDADES,307574,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1015,"CLORETO DE SÓDIO 0,9% SF 100 ML",HALEXISTAR IND. FARM. S/A,131318,2500 UNIDADES,307574,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1016,"CLORETO DE SÓDIO 0,9% SF 1000 ML",HALEXISTAR IND. FARM. S/A,125067,30 UNIDADES,307573,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1017,"CLORETO DE SÓDIO 0,9% SF 250 ML",HALEXISTAR IND. FARM. S/A,124683,200 UNIDADES,307573,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1018,"CLORETO DE SÓDIO 0,9% SF 500 ML",HALEXISTAR IND. FARM. S/A,130430,900 UNIDADES,307573,1370818190815233001,15/08/2019,"RODOVIA BR 153, KM 575 – PROFESSORJAMIL/GO",-
1019,cloridrato de cefepima,Antibióticos do Brasil Ltda.,100339S,50 caixas,142780,1098/2019,06/02/2019,Louveira,SP
1020,CLORIDRATO DE CEFEPIMA 1G,ANTIBIÓTICOS DO BRASIL LTDA.,100346S,16 CAIXAS,143499-1,516/2019,13/02/2019,SÃO PAULO - SP,SP
1021,CLORIDRATO DE DOBUTAMINA,TEUTO,3637225,300 AMPOLAS,23901,148-00255/2019,14/03/2019,CARDOSO MOREIRA,RJ
1022,Cloridrato de Irinotecano,Accord Farmacêutica Ltda,X18903,300 cartuchos,35131,966/2019,20/03/2019,SÃO MIGUEL,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1023,Cloridrato de Irinotecano,Accord Farmacêutica Ltda,X18903,300 cartuchos,35131,966/2019,20/03/2019,São Miguel,SP
1024,CLORIDRATO DE LIDOCAÍNA 2%,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18110246,"300,00 CX",2226378,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1025,CLORIDRATO DE LIDOCAÍNA 2%,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18110246,"200,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1026,CLORIDRATO DE PROPAFENONA,ALTHAIA,18070029,280,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1027,CLORIDRATO DE PROPAFENONA,ALTHAIA,19020105,180,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1028,CLORIDRATO DE PROPAFENONA,ALTHAIA,18070029,280,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1029,CLORIDRATO DE PROPAFENONA,ALTHAIA,19020105,180,1501,1659/2019,29/04/2019,VILA GUILHERME,SP
1030,CLORIDRATO DE SERTRALINA 50 MG,AUROBINDO PHARMA,XT5018035-A,"3 CAIXAS SECUNDÁRIAS COM 280COMPRIMIDOS",50853,9848665,26/03/2019,"EMPRESA DE TRANSPORTES ATLAS LTDACUJO SUBCONTRATOU A ACCERTTRANSPORTES E LOGISTICA LTDA",-
1031,Cloridrato de topotecano,Accord Farmacêutica Ltda,W14670,10 cartuchos,34565,039-01398/2019,25/02/2019,Rio de Janeiro,RJ
1032,cloridrato de vancomicina,Antibióticos do Brasil Ltda.,107813C,30 caixas,142780,1098/2019,06/02/2019,Louveira,SP
1033,CLORIDRATO NALBUFINA 10MG/ML,Hipolabor Farmacêutica LTDA,BE-001/17,c artucho com 10 ampolas x 1 mL 1,107361,"No2019-004825346-001",31/01/2019,Belo Horizonte,MG
1034,CLOTRIMAZOL CREME TOP 10MG/G,SANOFI MEDLEY,9KP02696,1080 CARTUCHOS,23383,2053/2019,27/03/2019,GUARULHOS,SP
1035,CLOTRIMAZOL CREME TOP 10MG/G,SANOFI MEDLEY,9KP02696,900 CARTUCHOS,23703,2053/2019,27/03/2019,GUARULHOS,SP
1036,Cobapetit,CIFARMA,3LB57,3,114720,2019.028237260-001,15/06/2019,PIEDADE DO PARAOPEBA,MG
1037,CODEIN 30 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090518,"100,00 CX",2226918,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1038,CODEIN 30 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18080137,"8,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1039,CODEIN 30 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090518,"100,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1040,CODEIN 60 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090509,"10,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1041,COGNITUS 225MG 60 CPR,SANOFI MEDLEY,181000,24 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
1042,COLFLEX BIO CAPSULAS CT BL 24X30UN,NATURALIS NUTRICAO & FARMA LTD,181619A,144,-,-,-,-,-
1043,"COLFLEX VIT CT SCH 30X12,6G",Cosmed Ind Cosm Med S/A,H18K0149,48 UN,000615990-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
1044,COLIRIO GEOLAB GTS /20ML/GEO,DISLAB - GO,1905154,12UN,176885,5256/2025,28/08/2019,DIADEMA,SP
1045,COLPISTATIN CREM BGX40G+10APL,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1900295,90 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1046,Colpotrofine 10 MG CAP GEL BL X 20,Teva Farmacêutica,8P932A,24 unidades,35632,1343_2019,06/02/2019,Itapeva,MG
1047,COLTRAX 4MG 20 COMPR.,SANOFI MEDLEY,9RA00334,120 CARTUCHOS,23342,2053/2019,27/03/2019,GUARULHOS,SP
1048,COMBIRON FOLICO COMR BLX45,"ACHE LABORATORIOS FARMACÊUTICOSS.A",1901863,192 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1049,COMBIRON SUSOR FRX120ML (NF),"ACHE LABORATORIOS FARMACÊUTICOSS.A",1816022,48 UNIDADE,1820002,2976/2019 - 803/2019,04/05/2019,GUARULHOS,SP
1050,Compaz,REPRESS DIST. MED. EIRELI,18070783,01 caixa,150232,1198/2019,13/03/2019,Butanta,SP
1051,COMPAZ® 5 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18070785,"1,00 CX",2227073,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1052,CONCARDIO 10MG 2BLT C/ 15 COM REV - S,EMS,0W1951,48,1475598,095-00443/2019-02,18/04/2019,Vassouras,RJ
1053,CONCARDIO 10MG 2BLT C/ 15 COM REV - S,EMS,0W1951,48,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
1054,"CONCARDIO 2,5 MG 5BLTX20 COM REV-S",EMS,0W8827,56,1475584,095-00443/2019-02,18/04/2019,Vassouras,RJ
1055,"CONCARDIO 2,5 MG 5BLTX20 COM REV-S",EMS,0W8827,224,1475598,095-00443/2019-02,18/04/2019,Vassouras,RJ
1056,"CONCARDIO 2,5MG 2BLT C/ 15 COM REV-S",EMS,0X7489,144,1475598,095-00443/2019-02,18/04/2019,Vassouras,RJ
1057,"CONCARDIO 2,5MG 2BLT C/ 15 COM REV-S",EMS,0X7489,192,1475653,095-00443/2019-02,18/04/2019,Vassouras,RJ
1058,CONCERTA 54 MG FR 30CP OR,JANSSEN CILAG FARMACÊUTICA LTDA,8KE748,6 UNIDADES,251565,1066/2019,31/07/2019,"DURANTE O PROCESSO DE LOGÍSTICAREVERSA",-
1059,CONDRES COLAGENO BLT X 30 CAPS-S,EMS,0S2729,240,1475653,095-00443/2019-02,18/04/2019,VASSOURAS,RJ
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1060,CONDRES COLAGENO BLT X 60 CAPS-S,EMS,0Y1451,200,1475653,095-00443/2019-02,18/04/2019,VASSOURAS,RJ
1061,CONDRES ULTRA BLT X 4 CAPS -AG-S,EMS,0X1787,160,1475210,095-00443/2019-02,18/04/2019,VASSOURAS,RJ
1062,CONDRES ULTRA BLT X 4 CAPS -AG-S,EMS,0X1787,160,1475224,095-00443/2019-02,18/04/2019,VASSOURAS,RJ
1063,CONDRES ULTRA BLT X 4 CAPS -AG-S,EMS,0X1787,160,1475226,095-00443/2019-02,18/04/2019,VASSOURAS,RJ
1064,Confilify,SANDOZ DO BRASIL,HN0010,16 UNIDADES,8942,030-02036.2019,17/04/2019,Rio de Janeiro,RJ
1065,CORISTINA D COMPRIMIDOS 16 CP,Cosmed Ind Cosm Med S/A,B18K2863,8 UN,000615983-3,No 10082748,23/04/2019,CRISTIANÓPOLIS,GO
1066,CORISTINA D COMPRIMIDOS 16 CP,COSMED IND COSM MED S/A,B18K2863,112,-,-,-,-,-
1067,CORTICORTEN (HYPERMARCAS),DIMASTER,B18B1701,9620 CP,181364,4776/2019,16/01/2019,DESCONHECIDO,-
1068,CORTISONAL 10MG/G CREME X 20G,União Química Farmacêutica Nacional,1912498,80 cartuchos,335089,19-00759,15/04/2019,Jequié,BA
1069,CORTISONAL 10MG/G CREME X 20G,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,1912498,80 CARTUCHOS,335089,19-00759,15/04/2019,JEQUIÉ,BA
1070,CORTISONAL 500MG INJ 50FA,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,1916051,12 CARTUCHOS,13388,2019-1325864,12/11/2019,LONDRINA,PR
1071,Cosentyx inj. 150mg,Novartis,SLY99,88,14231,3084/2019,13/06/2019,Pacaembu,SP
1072,COVERSYL 4MG C/30 COM,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010147,80,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1073,COVERSYL 8MG C/30 COM,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010804,80,14742,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1074,CPHD 23/44 (GALAO 5000ML),Fresenius Medical Care Ltda,A8JB0804,512,40556,072/2019,01/05/2019,Angicos,RN
1075,CPHD 23/44 (GALAO 5000ML),Fresenius Medical Care Ltda,A8JB0805,320,40556,072/2019,01/05/2019,Angicos,RN
1076,CPHD 23/44 (GALAO 5000ML),Fresenius Medical Care Ltda,A8JB0806,328,40556,072/2019,01/05/2019,Angicos,RN
1077,CPHD 23/44 (GALAO 5000ML),Fresenius Medical Care Ltda,A8JB1501,1000,40568,072/2019,01/05/2019,Angicos,RN
1078,CREMEDERME CRM MLT 1 BGAL X 20G,CELLERA FARMACÊUTICA S.A.,7958,120 CTs,000208797-3,1343/2019,06/02/2019,ITAPEVA,MG
1079,CREMEDERME POM MLT 1 BGAL X 20G,CELLERA FARMACÊUTICA S.A.,8226,120 CTs,000208797-3,1343/2019,06/02/2019,ITAPEVA,MG
1080,Crestor,Elfa Medicamentos,PR045,59,533655,317/2019,26.05.2019,Porto Ferreira,SP
1081,Crestor,Empreendimentos Pague Menos SA,PT241,700,533657,317/2019,26.05.2019,Porto Ferreira,SP
1082,Crestor,Empreendimentos Pague Menos SA,PR702,315,533657,317/2019,26.05.2019,Porto Ferreira,SP
1083,Crestor,Empreendimentos Pague Menos SA,PJ034,385,533657,317/2019,26.05.2019,Porto Ferreira,SP
1084,Crestor,Empreendimentos Pague Menos SA,PR364,175,533657,317/2019,26.05.2019,Porto Ferreira,SP
1085,Crestor,Servimed Comercial Ltda,PR045,192,533662,317/2019,26.05.2019,Porto Ferreira,SP
1086,Crestor,Servimed Comercial Ltda,PT241,48,533662,317/2019,26.05.2019,Porto Ferreira,SP
1087,Crestor,Servimed Comercial Ltda,PR702,45,533662,317/2019,26.05.2019,Porto Ferreira,SP
1088,Crestor,Servimed Comercial Ltda,PR364,72,533662,317/2019,26.05.2019,Porto Ferreira,SP
1089,"CRISAPINA®  2,5 MG","CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18060758,"12,00 CX",2226925,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1090,CRISAPINA®  5 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090484,"2,00 CX",2226918,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1091,CRISAPINA®  5 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18090484,"5,00 CX",2226927,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1092,CRISPRED (antigo PREDSON) 20 MG,"CRISTÁLIA PRODUTOS QUÍMICOSFARMACÊUTICOS LTDA",18010213,"1,00 CX",2227079,2019-00417701-001,26/01/2019,UBERLÂNDIA,MG
1093,"CUTENOX 40MG/0,4ML CARTUCHO COM 10SERINGAS",Mylan Brasil Distribuidora de Medicamentos Ltda,JB893,01 VOLUME (COM 72 CARTUCHOS),25668,39571758,17/05/2019,TRAJETO ENTRE SERRA/ES E SÃO LUIS/MA,
1094,"Cutenox SD 20mg/0,2mL","Mylan Brasil Distribuidora de MedicamentosLTDA",JA830,14 CAIXAS COM 10 SERINGAS,25372,37.591/2019-0,02/04/2019,Distrito Federal,DF
1095,"CUTENOX SD 40MG/0,4ML COM 10SERINGAS",MYLAN LABORATÓRIOS LTDA,JB904,"01 CAIXA DE EMBARQUECONTENDDO 14 CARTUCHOS",6502,2816/2019,06/05/2019,SÃO JOSÉ DO RIO PRETO,SP
1096,"CYLOCORT POM X 3,5G ESTERIL",União Química Farmacêutica Nacional,1907491,240 cartuchos,334932,19-00759,15/04/2019,Jequié,BA
1097,"CYLOCORT POM X 3,5G ESTERIL",UNIÃO QUÍMICA FARMACÊUTICA NACIONAL,1907491,240 CARTUCHOS,334932,19-00759,15/04/2019,JEQUIÉ,BA
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,"Data do roubo ouextravio*",Cidade,UF
1098,CYMBALTA 30MG,Cloridrato de Duloxetina,C986815,6,172.039-002,"102.956/2019-1 - DP APURAÇÃO -10a DELEGACIA DE POLICIA",15/09/2019,"AEROPORTO, STS - SETOR TERMINAL SUL -BRASÍLIA / DISTRITO FEDERAL",-
1099,CYMBALTA 60mg,Cloridrato de Duloxetina,C933917,1,046.439-026,"2019-040423884-001     DELEGACIAVIRTUAL -      55 CIA PM/24 BPM/6 RPM -",21/08/2019,"AVENIDA MINAS GERAIS, 256 - REZENDE,VARGINHA - BRASIL",-
1100,CYMBALTA 60MG,Cloridrato de Duloxetina,C975925,8,172.039-002,"102.956/2019-1 - DP APURAÇÃO -10a DELEGACIA DE POLICIA",15/09/2019,"AEROPORTO, STS - SETOR TERMINAL SUL -BRASÍLIA / DISTRITO FEDERAL",-
1101,DAFLON 1000MG C/30 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010849,107,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1102,DAFLON 1000MG C/30 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010951,1218,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1103,DAFLON 1000MG C/30 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010952,115,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1104,DAFLON 1000MG C/60 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010955,300,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1105,DAFLON 500MG C/30 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010971,480,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1106,DAFLON 500MG C/60 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010520,44,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1107,DAFLON 500MG C/60 COM REV,LABORATÓRIOS SERVIER DO BRASIL LTDA,3010973,196,14752,039-00169/2019,10/01/2019,Rio de Janeiro,RJ
1108,"DAFORIN (C1) 20MG 1BLT C/10 COMP REV-AG",SIGMA,0Z1244,156,001521874,1093/2019,03/07/2019,SUMARÉ,SP
1109,DAFORIN (C1) GTS FR C/20ML AG-NQ,SIGMA,0X0386,36,001521874,1093/2019,03/07/2019,SUMARÉ,SP
1110,DAISAN,"DAIICHI SANKYO BRASIL FARMACÊUTICALTDA.",1809203,36 CARTUCHOS,95963,1405/2019,11/03/2019,BARUERI,SP
