496,ACUVUE2* -200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0045492FJ,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
497,ACUVUE2* -200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0049P22NW,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
498,ACUVUE2* -200 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0045496Y1,1,3846954,NA,12/12/2020,RIO DE JANEIRO,RJ
499,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XPT4ZS,1,3637620,NA,16/01/2020,VILA VELHA,ES
500,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XPT4ZY,1,3637620,NA,16/01/2020,VILA VELHA,ES
501,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XPT4ZS,1,3637620,NA,16/01/2020,VILA VELHA,ES
502,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XPT4ZY,1,3637620,NA,16/01/2020,VILA VELHA,ES
503,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMC525W,1,3824972,NA,26/08/2020,SÃO PAULO,SP
504,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMC5420,1,3858505,NA,01/10/2020,BAURU,SP
505,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMC5425,1,3858505,NA,01/10/2020,BAURU,SP
506,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMC542H,1,3858505,NA,01/10/2020,BAURU,SP
507,ACUVUE2* -225 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMC542B,1,3858502,NA,01/10/2020,BAURU,SP
508,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH711NP,1,3637620,NA,16/01/2020,VILA VELHA,ES
509,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00424G16W,1,3674671,182/2020,21/01/2020,SÃO PAULO,SP
510,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH711NP,1,3637620,NA,16/01/2020,VILA VELHA,ES
511,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00424G16W,1,3674671,182/2020,21/01/2020,SÃO PAULO,SP
512,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PF2H4,1,3760482,NA,03/06/2020,BARRA MANSA,RJ
513,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TCQ55C2,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
514,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TCQ55C7,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
515,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TCQ55CD,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
516,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TCQ55CK,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
517,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TCQ55CN,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
518,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PF3YN,1,3824972,NA,26/08/2020,SÃO PAULO,SP
519,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQV2D6,1,3821558-1,NA,27/08/2020,JUNDIAÍ,SP
520,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PG6Z1,1,3846567,2131/2020,08/09/2020,VARZEA PAULISTA,SP
521,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TQPD2DK,1,3863074,4545/2020,26/09/2020,SÃO PAULO,SP
522,ACUVUE2* -250 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PG6CR,1,3840684,NA,09/12/2020,NOVA FRIBURGO,RJ
523,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJ3W2PG,1,3674671,182/2020,21/01/2020,SÃO PAULO,SP
524,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJ3W2PG,1,3674671,182/2020,21/01/2020,SÃO PAULO,SP
525,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TN7D8J9,1,3821561-1,NA,27/08/2020,JUNDIAÍ,SP
526,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TP9D26K,1,3844388,NA,18/09/2020,VOLTA REDONDA,RJ
527,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TP9D26Q,1,3844388,NA,18/09/2020,VOLTA REDONDA,RJ
528,ACUVUE2* -275 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TP9D26W,1,3844388,NA,18/09/2020,VOLTA REDONDA,RJ
529,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X776XT,1,3647561,182767/2019,21/12/2019,BACABAL,MA
530,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X776XZ,1,3647561,182767/2019,21/12/2019,BACABAL,MA
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
531,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X776XT,1,3647561,182767/2019,21/12/2019,BACABAL,MA
532,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X776XZ,1,3647561,182767/2019,21/12/2019,BACABAL,MA
533,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J1K2,1,3751576,NA,22/05/2020,SAO PAULO,SP
534,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J1K2,1,3751576,NA,22/05/2020,SAO PAULO,SP
535,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J24L,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
536,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J25J,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
537,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J25P,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
538,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J25V,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
539,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J261,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
540,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SF3J53G,1,3786017,NA,09/07/2020,SÃO PAULO,SP
541,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKV0L5,1,3846567,2131/2020,08/09/2020,VARZEA PAULISTA,SP
542,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT527,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
543,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT2HM,1,3826632,NA,05/11/2020,RIO CLARO,SP
544,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT2HZ,1,3826632,NA,05/11/2020,RIO CLARO,SP
545,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJ3V0R3,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
546,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT1NJ,1,3846954,NA,12/12/2020,RIO DE JANEIRO,RJ
547,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT2HM,1,3826632,NA,05/11/2020,RIO CLARO,SP
548,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKT2HZ,1,3826632,NA,05/11/2020,RIO CLARO,SP
549,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKV3V2,1,3858837,NA,02/12/2020,SÃO PAULO,SP
550,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LM60X,1,3903360,NA,15/12/2020,MANAUS,AM
551,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LM60R,1,3903360,NA,15/12/2020,MANAUS,AM
552,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LM60L,1,3903360,NA,15/12/2020,MANAUS,AM
553,ACUVUE2* -300 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LM60F,1,3903358,NA,15/12/2020,MANAUS,AM
554,ACUVUE2* -325 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7F9R2,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
555,ACUVUE2* -325 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7F9R2,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
556,ACUVUE2* -325 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7F4RD,1,3821561-1,NA,27/08/2020,JUNDIAÍ,SP
557,ACUVUE2* -325 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003ZPJ8FZ,1,3874238,NA,22/10/2020,FLORIANOPOLIS,SC
558,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SFF5CVD,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
559,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKS8XZ,1,3647561,182767/2019,21/12/2019,BACABAL,MA
560,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKS8Y4,1,3647561,182767/2019,21/12/2019,BACABAL,MA
561,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SFF5CVD,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
562,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKS8XZ,1,3647561,182767/2019,21/12/2019,BACABAL,MA
563,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKS8Y4,1,3647561,182767/2019,21/12/2019,BACABAL,MA
564,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKR417,1,3751576,NA,22/05/2020,SAO PAULO,SP
565,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003XKR417,1,3751576,NA,22/05/2020,SAO PAULO,SP
566,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7J608,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
567,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7J0QN,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
568,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7J0QH,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
569,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7J0Q9,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
570,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7J0Q2,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
571,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003ZP99RH,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
572,ACUVUE2* -350 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SH7G16K,1,3840684,NA,09/12/2020,NOVA FRIBURGO,RJ
573,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SD3399D,1,3636814,NA,14/01/2020,CURITIBA,PR
574,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SD3399D,1,3636814,NA,14/01/2020,CURITIBA,PR
575,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X0K2HC,1,3751576,NA,22/05/2020,SAO PAULO,SP
576,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003X0K2HC,1,3751576,NA,22/05/2020,SAO PAULO,SP
577,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0045485D1,1,3760482,NA,03/06/2020,BARRA MANSA,RJ
578,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00RB5B1L0,1,3786017,NA,09/07/2020,SÃO PAULO,SP
579,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TFX28M4,1,3824972,NA,26/08/2020,SÃO PAULO,SP
580,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDHD41T,1,3821559-1,NA,27/08/2020,JUNDIAÍ,SP
581,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TFX05VB,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
582,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TFX21ZK,1,3863074,4545/2020,26/09/2020,SÃO PAULO,SP
583,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SD368P1,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
584,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SD368P2,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
585,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SD368P8,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
586,ACUVUE2* -375 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TFX11DC,1,3858837,NA,02/12/2020,SÃO PAULO,SP
587,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5Q8T5,1,3637620,NA,16/01/2020,VILA VELHA,ES
588,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5QBLK,1,3647561,182767/2019,21/12/2019,BACABAL,MA
589,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5Q8T5,1,3637620,NA,16/01/2020,VILA VELHA,ES
590,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003Z5QBLK,1,3647561,182767/2019,21/12/2019,BACABAL,MA
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
591,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGXZ4F9,1,3761447,NA,03/06/2020,BARRA MANSA,RJ
592,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQM6N2,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
593,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQM6N7,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
594,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQM6NF,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
595,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQM6PM,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
596,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TDQM6PS,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
597,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TMBX46W,1,3824972,NA,26/08/2020,SÃO PAULO,SP
598,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044WV8G7,1,3811809,NA,15/09/2020,RIO DE JANEIRO,RJ
599,ACUVUE2* -400 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044WV8HV,1,3811809,NA,15/09/2020,RIO DE JANEIRO,RJ
600,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SG3TDTL,1,3647561,182767/2019,21/12/2019,BACABAL,MA
601,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SG3TDTN,1,3647561,182767/2019,21/12/2019,BACABAL,MA
602,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SG3TDTL,1,3647561,182767/2019,21/12/2019,BACABAL,MA
603,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SG3TDTN,1,3647561,182767/2019,21/12/2019,BACABAL,MA
604,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PJ90Y,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
605,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PJ913,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
606,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PJ918,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
607,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PJ91F,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
608,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0044PJ91L,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
609,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TJFP0M4,1,3824972,NA,26/08/2020,SÃO PAULO,SP
610,ACUVUE2* -425 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TJFP109,1,3821558-1,NA,27/08/2020,JUNDIAÍ,SP
611,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJVF8SX,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
612,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJVF8SX,1,3636846,NA,14/01/2020,BARRA MANSA,RJ
613,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LG43B,1,3751576,NA,22/05/2020,SAO PAULO,SP
614,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0043LG43B,1,3751576,NA,22/05/2020,SAO PAULO,SP
615,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00454665M,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
616,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00454665G,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
617,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L004546659,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
618,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L004546654,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
619,ACUVUE2* -450 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00454664Z,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
620,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0040P6C1N,1,3650634,12169/2019,19/12/2019,SÃO PAULO,SP
621,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0040P6C1N,1,3650634,12169/2019,19/12/2019,SÃO PAULO,SP
622,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZH1M9,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
623,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZH1MB,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
624,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZH1MC,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
625,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZH1MD,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
626,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZH1MF,1,3767829,NA,01/07/2020,RIO DE JANEIRO,RJ
627,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042ZJB6G,1,3797301,NA,29/07/2020,SÃO PAULO,SP
628,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0049ND06Q,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
629,ACUVUE2* -475 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TKDQ252,1,3840684,NA,09/12/2020,NOVA FRIBURGO,RJ
630,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003ZDH55J,1,3637620,NA,16/01/2020,VILA VELHA-ES,ES
631,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003ZDH55J,1,3637620,NA,16/01/2020,VILA VELHA,ES
632,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGZ40BK,1,3824972,NA,26/08/2020,SÃO PAULO,SP
633,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TK2L1XH,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
634,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TK2L1X6,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
635,ACUVUE2* -500 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TK2L1WF,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
636,ACUVUE2* -525 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041G355C,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
637,ACUVUE2* -550 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJVH0DL,1,3637620,NA,16/01/2020,VILA VELHA,ES
638,ACUVUE2* -550 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00SJVH0DL,1,3637620,NA,16/01/2020,VILA VELHA,ES
639,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00QSMD8ZK,1,3637620,NA,16/01/2020,VILA VELHA,ES
640,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00QSMD8ZK,1,3637620,NA,16/01/2020,VILA VELHA,ES
641,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGZ60W5,1,3786017,NA,09/07/2020,SÃO PAULO,SP
642,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TN7K33V,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
643,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TN7K36H,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
644,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGZ618F,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
645,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGZ60F4,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
646,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,B00TGZ60DZ,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
647,ACUVUE2* -600 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L004F1K87P,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
648,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2W3,1,3637620,NA,16/01/2020,VILA VELHA,ES
649,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2W8,1,3637620,NA,16/01/2020,VILA VELHA,ES
650,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2WL,1,3637620,NA,16/01/2020,VILA VELHA,ES
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
651,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2W3,1,3637620,NA,16/01/2020,VILA VELHA,ES
652,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2W8,1,3637620,NA,16/01/2020,VILA VELHA,ES
653,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FH2WL,1,3637620,NA,16/01/2020,VILA VELHA,ES
654,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0042L020H,1,3786017,NA,09/07/2020,SÃO PAULO,SP
655,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00456V5QF,1,3811810,NA,15/09/2020,RIO DE JANEIRO,RJ
656,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L003W8T0WX,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
657,ACUVUE2* -650 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0047C60G5,1,3840684,NA,09/12/2020,NOVA FRIBURGO,RJ
658,ACUVUE2* -700 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00460Q2HQ,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
659,ACUVUE2* -700 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00460Q2HW,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
660,ACUVUE2* -700 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00460Q2J6,1,3770877,NA,03/08/2020,JOAO PESSOA,PB
661,ACUVUE2* -700 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0041FN29V,1,3916369,2521/2020,18/11/2020,SÃO PAULO,SP
662,ACUVUE2* -700 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L0046T18DH,1,3840684,NA,09/12/2020,NOVA FRIBURGO,RJ
663,ACUVUE2* -750 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00456T6ZJ,1,3767053,NA,01/07/2020,PETRÓPLIS,RJ
664,ACUVUE2* -750 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00456T6ZJ,1,3767053,NA,01/07/2020,PETRÓPLIS,RJ
665,ACUVUE2* -750 (8.7) LENTE CONTATO,JOHNSON & JOHNSON,L00456T6T9,1,3786017,NA,09/07/2020,SÃO PAULO,SP
